location name,nws shef id,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum
White River (NE-SD) near White River,WHRS2,6447450,43.71304839,-100.6850534,UNR,MBRFC,SD,Jones,,CST6CDT,FALSE,,12,14,15,17,ft,,https://water.noaa.gov/gauges/WHRS2,HGIRZ,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,1771,,,,
White River (WI) near Ashland,WHRW3,4027500,46.49722222,-90.90416667,DLH,NCRFC,WI,Ashland,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHRW3,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,660.11,,,,
Bighorn River above Worland,WHRW4,NA,43.9555,-108.0053,RIW,MBRFC,WY,Washakie,,MST7MDT,FALSE,,7,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHRW4,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Waiahole Stream above Kamehameha Hwy,WHSH1,16294100,21.48202778,-157.8458889,HFO,APRFC,HI,Honolulu,,HST10,FALSE,,-9999,11,-9999,16.4,ft,,https://water.noaa.gov/gauges/WHSH1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
White River (IN) at 16th Street in Indianapolis,WHSI3,3351350,39.78861111,-86.1975,IND,OHRFC,IN,Marion,,EST5EDT,FALSE,,14,17,20,-9999,ft,,https://water.noaa.gov/gauges/WHSI3,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,675.94,,,,
Soules Swamp below Whiteville,WHSN7,,34.31694444,-78.70611111,ILM,SERFC,NC,Columbus,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHSN7,HGIRR,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Chattahoochee River near Whitesburg,WHTG1,2338000,33.47694444,-84.90111111,FFC,SERFC,GA,Coweta,,EST5EDT,FALSE,,15,17,21,26,ft,,https://water.noaa.gov/gauges/WHTG1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,682.2,,,,
North Fork Kentucky River at Whitesburg,WHTK2,3277300,37.1175,-82.82472222,JKL,OHRFC,KY,Letcher,,EST5EDT,FALSE,,8,10,12,14,ft,,https://water.noaa.gov/gauges/WHTK2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,1127.924,,,,
Bayou Cocodrie near Whiteville,WHTL1,,30.778,-92.1905,LCH,LMRFC,LA,St. Landry,,CST6CDT,FALSE,,30,32,34,35,ft,,https://water.noaa.gov/gauges/WHTL1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
White River above Whitehall,WHTM4,4122200,43.46417856,-86.2325668,GRR,NCRFC,MI,Muskegon,,EST5EDT,FALSE,,5,6,7,8,ft,,https://water.noaa.gov/gauges/WHTM4,HGIRZ,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,593.81,,,,
South Branch Rockaway River at Whitehouse Station,WHTN4,1399670,40.61944444,-74.775,PHI,MARFC,NJ,Hunterdon,,EST5EDT,FALSE,,6,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHTN4,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Canadian River near Whitefield,WHTO2,7245000,35.26231927,-95.2371891,TSA,ABRFC,OK,Haskell,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHTO2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,473.59,,,,
Lehigh River at White Haven,WHTP1,1447800,41.10472222,-75.7325,PHI,MARFC,PA,Luzerne,,EST5EDT,FALSE,,7,8,9,9.8,ft,,https://water.noaa.gov/gauges/WHTP1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NGVD29,1212.95,,,,
Sequatchie River near Whitwell,WHTT1,3571000,35.205511,-85.496777,MRX,LMRFC,TN,Marion,,CST6CDT,FALSE,,12,14,18,19,ft,,https://water.noaa.gov/gauges/WHTT1,HGIRG,TRUE,,0 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,632.605,,,,
Frankstown Branch Juniata River at Williamsburg,WIBP1,1556000,40.46305556,-78.2,CTP,MARFC,PA,Blair,,EST5EDT,FALSE,,9,12,13,15,ft,,https://water.noaa.gov/gauges/WIBP1,HGIRG,TRUE,,0 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,831.78,,,,
Deschutes River (OR) below Wickiup Reservoir,WICO3,,43.68333333,-121.6833333,PDT,NWRFC,OR,Deschutes,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WICO3,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Ireland Creek at Walterboro,WICS1,2175100,32.90827778,-80.6674722,CHS,SERFC,SC,Colleton,,EST5EDT,FALSE,,7,8,10,11,ft,,https://water.noaa.gov/gauges/WICS1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,25.02,,,,
Wichita River at Wichita Falls,WICT2,7312500,33.909542,-98.533666,OUN,ABRFC,TX,Wichita,,CST6CDT,FALSE,,16,18,20,22,ft,,https://water.noaa.gov/gauges/WICT2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,924.26,,,,
Mississippi River below Lock and Dam 5a - Winona,WIDM5,5378490,44.0865,-91.6685,ARX,NCRFC,MN,Winona,,CST6CDT,FALSE,,650,655,659,661,ft,,https://water.noaa.gov/gauges/WIDM5,HTIRG,TRUE,, ,"Forecasts are issued routinely during the navigation season, and as needed at other times of the year.",FALSE,FALSE,TRUE,US Army Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,,,,,,
Waialae Stream near Waimea,WIEH1,16019000,22.08583333,-159.5690833,HFO,APRFC,HI,Kauai,,HST10,FALSE,,-9999,7.5,-9999,8.4,ft,,https://water.noaa.gov/gauges/WIEH1,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Wiggins Creek at Rainsville Road,WIGC1,,38.27111111,-122.6855556,MTR,CNRFC,CA,Sonoma,,PST8PDT,FALSE,,36.7,38.7,39.7,40.9,ft,,https://water.noaa.gov/gauges/WIGC1,HGIRR,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,City of Petaluma,,FALSE,FALSE,FALSE,FALSE,,,,,,
Lake Champlain near Whitehall,WIHN6,4279085,43.621944,-73.418333,BTV,NERFC,NY,Washington,,EST5EDT,FALSE,,99,99.5,100.5,101,ft,,https://water.noaa.gov/gauges/WIHN6,HPIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Williams Fork at Hamilton,WIKC2,9249750,40.43722222,-107.6472222,GJT,CBRFC,CO,Moffat,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WIKC2,HGIRG,FALSE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Big Creek (Al) near Wilmer,WILA1,2479945,30.85583333,-88.33388889,MOB,SERFC,AL,Mobile,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WILA1,HGIRG,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,125.15,,,,
Willow Creek at Parks Highway near Willow,WILA2,,61.76666667,-150.0666667,AFC,APRFC,AK,Matanuska-Susitna,,AST9ADT,FALSE,,9,10,11.5,12.5,ft,,https://water.noaa.gov/gauges/WILA2,HGIRZ,TRUE,, ,"Forecasts are issued routinely during the warm season, and as needed at other times of the year.",FALSE,FALSE,TRUE,Observations courtesy of the National Weather Service,,TRUE,TRUE,FALSE,TRUE,STND,0,,,,
Breton Sound Basin at Reggio Canal near Wills Point,WILL1,73745253,29.78416667,-89.9375,LIX,LMRFC,LA,Plaquemines,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WILL1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Hoosic River near Williamstown,WILM3,1332500,42.70027778,-73.15944444,ALY,NERFC,MA,Berkshire,,EST5EDT,FALSE,,7,9,11,13,ft,,https://water.noaa.gov/gauges/WILM3,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,616.11,,,,
Ellicott Creek below Williamsville,WILN6,4218518,42.97777778,-78.76388889,BUF,NERFC,NY,Erie,,EST5EDT,FALSE,,6,8,10,12,ft,,https://water.noaa.gov/gauges/WILN6,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,585.95,,,,
St. Marys River at Willshire,WILO1,4181049,40.7489,-84.7892,IWX,OHRFC,OH,Van Wert,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WILO1,HGIRA,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,the USGS (04181049),,FALSE,FALSE,FALSE,FALSE,NAVD88,774.33,,,,
West Branch Susquehanna River at Williamsport,WILP1,1551500,41.23611111,-76.99694444,CTP,MARFC,PA,Lycoming,,EST5EDT,FALSE,,10,20,21,30,ft,,https://water.noaa.gov/gauges/WILP1,HGIRG,TRUE,,0 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,494.27,,,,
Willapa River at Willapa,WILW1,12013500,46.65111111,-123.6516667,PQR,NWRFC,WA,Pacific,,PST8PDT,FALSE,,20,21,22,24,ft,,https://water.noaa.gov/gauges/WILW1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Tug Fork River at Williamson,WILW2,3213700,37.67305556,-82.28027778,RLX,OHRFC,WV,Mingo,,EST5EDT,FALSE,,25,27,32,42.7,ft,,https://water.noaa.gov/gauges/WILW2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,TRUE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,619.91,,,,
Tomahawk River at Willow Reservoir,WILW3,,45.71277778,-89.845,GRB,NCRFC,WI,Oneida,,CST6CDT,FALSE,,1530,1533,1535,1536,ft,,https://water.noaa.gov/gauges/WILW3,HPIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Wisconsin Valley Improvement Co,,FALSE,FALSE,FALSE,FALSE,,,,,,
Christina River at Wilmington (IN MLLW),WIMD1,1480120,39.7361,-75.5406,PHI,MARFC,DE,New Castle,,EST5EDT,FALSE,,-9999,7.4,8.4,9.4,ft,,https://water.noaa.gov/gauges/WIMD1,HMIRG,TRUE,,-2 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,MLLW*,0,,,,
Little Manatee River near Wimauma at US 301,WIMF1,2300500,27.67083333,-82.35277778,TBW,SERFC,FL,Hillsborough,,EST5EDT,FALSE,,9.5,11,14.5,17,ft,,https://water.noaa.gov/gauges/WIMF1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,0.88,,,,
Winnicut River near Portsmouth,WINN3,1073785,43.03666667,-70.84861111,GYX,NERFC,NH,Rockingham,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WINN3,HGIRG,TRUE,, ,,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
North Umpqua River at Winchester Dam,WINO3,,43.28333333,-123.3527778,MFR,NWRFC,OR,Douglas,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WINO3,HGIRZ,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Roseburg Water Filter Plant,,FALSE,FALSE,FALSE,FALSE,NGVD29,461.84,,,,
Chewuch River at Winthrop,WINW1,12448000,48.47709,-120.1865,OTX,NWRFC,WA,Okanogan,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WINW1,HGIR2,TRUE,,1 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,WADOE,,FALSE,FALSE,FALSE,FALSE,NGVD29,1736.26,,,,
Kanawha River below Winfield Locks,WINW2,3201300,38.524533,-81.912079,RLX,OHRFC,WV,Putnam,,EST5EDT,FALSE,,44,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WINW2,HTIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Army Corps of Engineers,,FALSE,FALSE,FALSE,FALSE,NAVD88,528.255,,,,
Indian River at Williams Point Cocoa,WIPF1,,28.4557,-80.7599,MLB,ABRFC,FL,Brevard,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WIPF1,HCIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Wisconsin River at Wisconsin Rapids,WIRW3,5400760,44.39222222,-89.82694444,GRB,NCRFC,WI,Wood,,CST6CDT,FALSE,,10,12,13.5,14.5,ft,,https://water.noaa.gov/gauges/WIRW3,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,StoraEnso/Consolidated Water/USGS,,TRUE,TRUE,TRUE,TRUE,NAVD88,977.26,,,,
Waihi Stream near Manoa,WISH1,16238500,21.32833333,-157.8008333,HFO,APRFC,HI,Honolulu,,HST10,FALSE,,-9999,6.5,-9999,10.4,ft,,https://water.noaa.gov/gauges/WISH1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
West Nishnabotna River near Riverton,WISI4,,40.696294,-95.597583,OAX,MBRFC,IA,Fremont,,CST6CDT,FALSE,,922.5,924,929.5,932.5,ft,,https://water.noaa.gov/gauges/WISI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,the Iowa Flood Center,,FALSE,FALSE,FALSE,FALSE,,,,,,
Otselic River at Whitney Point Dam,WITN6,1511000,42.35,-75.96666667,BGM,MARFC,NY,Broome,,EST5EDT,FALSE,,1009,1010,-9999,-9999,ft,,https://water.noaa.gov/gauges/WITN6,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,0,,,,
Willow Creek (Russian River) near 3rd Bridge,WIWC1,,38.43027778,-123.0783333,MTR,CNRFC,CA,Sonoma,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WIWC1,HGIRG,FALSE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Williamson Creek at Jimmy Clay Road near Austin 6SE,WJCT2,8158970,30.18916667,-97.73222222,EWX,WGRFC,TX,Travis,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WJCT2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Vermillion River near Wakonda,WKAS2,6479000,42.99027778,-96.96333333,FSD,MBRFC,SD,Clay,,CST6CDT,FALSE,,13,14,15.5,17,ft,,https://water.noaa.gov/gauges/WKAS2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of South Dakota DANR,,TRUE,TRUE,TRUE,TRUE,NGVD29,1150.9,,,,
Wildcat Creek at Keats,WKCK1,6879805,39.21861111,-96.71,TOP,MBRFC,KS,Riley,,CST6CDT,FALSE,,12,17,19,25,ft,,https://water.noaa.gov/gauges/WKCK1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1102.35,,,,
Walker Creek (Marin) near Marshall,WKEC1,11460750,38.1757531,-122.8183254,MTR,CNRFC,CA,Marin,,PST8PDT,FALSE,,26,28,31.5,34,ft,,https://water.noaa.gov/gauges/WKEC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Fox River at Waukesha,WKEW3,5543830,43.00472222,-88.24361111,MKX,NCRFC,WI,Waukesha,,CST6CDT,TRUE,,5,6,8,10,ft,,https://water.noaa.gov/gauges/WKEW3,HGIRP,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,792.8,,,,
Waiakeakua Stream at Honolulu,WKGH1,16240500,21.32833333,-157.7997222,HFO,APRFC,HI,Honolulu,,HST10,FALSE,,-9999,4,-9999,6.1,ft,,https://water.noaa.gov/gauges/WKGH1,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Wakulla River at Wakulla Springs State Park,WKLF1,2327000,30.23472222,-84.30138889,TAE,SERFC,FL,Wakulla,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WKLF1,HGIRG,TRUE,,5 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Mississippi River above Wickliffe,WKLK2,,36.96444,-89.095,PAH,LMRFC,KY,Ballard,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WKLK2,HGIRG,TRUE,,9.6 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,NGVD29,269.12,,,,
Williamson Creek at Oak Hill,WKLT2,8158920,30.235,-97.86,EWX,WGRFC,TX,Travis,,CST6CDT,FALSE,,6,6,7,10,ft,,https://water.noaa.gov/gauges/WKLT2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,798.68,,,,
Kickapoo River near Wilton,WKLW3,,43.8342,-90.4778,ARX,NCRFC,WI,Monroe,,CST6CDT,FALSE,,4,6,-9999,-9999,ft,,https://water.noaa.gov/gauges/WKLW3,HGIRP,FALSE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Monroe County,,FALSE,FALSE,FALSE,FALSE,,,,,,
Waikane Stream at Waikane,WKNH1,16294900,21.49708333,-157.8629722,HFO,APRFC,HI,Honolulu,,HST10,FALSE,,-9999,7,-9999,10.8,ft,,https://water.noaa.gov/gauges/WKNH1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Big Sandy River (AZ) near Wikieup,WKPA3,9424450,34.4625,-113.6236111,VEF,CBRFC,AZ,Mohave,,MST7MST,FALSE,,12,16,17,18,ft,,https://water.noaa.gov/gauges/WKPA3,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,1400,,,,
Oak Creek near Wakpala,WKPS2,6354881,45.72842778,-100.596275,ABR,MBRFC,SD,Corson,,CST6CDT,FALSE,,9,10,13,16,ft,,https://water.noaa.gov/gauges/WKPS2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1717,,,,
Fish River (AL) above WEEKS BAY WATER,WKQA1,,30.41472222,-87.82277778,MOB,SERFC,AL,Baldwin,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WKQA1,HMIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Willow Creek above Taylor Park Reservoir Colorado,WKRC2,9108250,38.817936,-106.56075,GJT,CBRFC,CO,Gunnison,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WKRC2,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Wakulla River near Wakulla Springs State Park,WKRF1,2327022,30.21361111,-84.26166667,TAE,SERFC,FL,Wakulla,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WKRF1,HGIRG,TRUE,,3 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Waikele Stream near Waipahu,WKSH1,16213000,21.38638889,-158.0136111,HFO,APRFC,HI,Honolulu,,HST10,FALSE,,-9999,12,-9999,18.9,ft,,https://water.noaa.gov/gauges/WKSH1,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Yadkin River at Wilkesboro,WKSN7,2112000,36.1525,-81.14555556,RNK,SERFC,NC,Wilkes,,EST5EDT,FALSE,,12,14,17,22,ft,,https://water.noaa.gov/gauges/WKSN7,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,941.75,,,,
Weekes Wash at Apache Junction,WKWA3,,33.44555556,-111.5783333,PSR,CBRFC,AZ,Pinal,,MST7,FALSE,,1,1.5,2,4,ft,,https://water.noaa.gov/gauges/WKWA3,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
West Little Llagas Creek below Edmundson,WLAC1,,37.1114,-121.6442,MTR,CNRFC,CA,Santa Clara,,PST8PDT,FALSE,,7,8,9.5,-9999,ft,,https://water.noaa.gov/gauges/WLAC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,SCVWD,,FALSE,FALSE,FALSE,FALSE,,,,,,
South Yamhill River near Willamina,WLAO3,,45.04722222,-123.5027778,PQR,NWRFC,OR,Yamhill,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WLAO3,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Oregon Water Resources Dept,,TRUE,TRUE,TRUE,TRUE,,,,,,
